Date,Time,StationName,StationCode,Latitude,Longitude,GroupCode,SampleId,SampleDepth,Air temperature (AT.1),Air temperature (AT.1) Code,Air temperature (AT.1) Problem,Air temperature (AT.1) Qualifier,Air temperature (AT.1) Tier,Air temperature (AT.1) Units,Air temperature (AT.2),Air temperature (AT.2) Code,Air temperature (AT.2) Problem,Air temperature (AT.2) Qualifier,Air temperature (AT.2) Tier,Air temperature (AT.2) Units,Air temperature (AT.5),Air temperature (AT.5) Code,Air temperature (AT.5) Problem,Air temperature (AT.5) Qualifier,Air temperature (AT.5) Tier,Air temperature (AT.5) Units,Bacteria (E.Coli) (ECOLI.1),Bacteria (E.Coli) (ECOLI.1) Code,Bacteria (E.Coli) (ECOLI.1) Problem,Bacteria (E.Coli) (ECOLI.1) Qualifier,Bacteria (E.Coli) (ECOLI.1) Tier,Bacteria (E.Coli) (ECOLI.1) Units,Bacteria (E.Coli) (ECOLI.4),Bacteria (E.Coli) (ECOLI.4) Code,Bacteria (E.Coli) (ECOLI.4) Problem,Bacteria (E.Coli) (ECOLI.4) Qualifier,Bacteria (E.Coli) (ECOLI.4) Tier,Bacteria (E.Coli) (ECOLI.4) Units,Dissolved oxygen (DO.1),Dissolved oxygen (DO.1) Code,Dissolved oxygen (DO.1) Problem,Dissolved oxygen (DO.1) Qualifier,Dissolved oxygen (DO.1) Tier,Dissolved oxygen (DO.1) Units,Dissolved oxygen (DO.2),Dissolved oxygen (DO.2) Code,Dissolved oxygen (DO.2) Problem,Dissolved oxygen (DO.2) Qualifier,Dissolved oxygen (DO.2) Tier,Dissolved oxygen (DO.2) Units,pH (PH.1),pH (PH.1) Code,pH (PH.1) Problem,pH (PH.1) Qualifier,pH (PH.1) Tier,pH (PH.1) Units,pH (PH.3),pH (PH.3) Code,pH (PH.3) Problem,pH (PH.3) Qualifier,pH (PH.3) Tier,pH (PH.3) Units,pH (PH.7),pH (PH.7) Code,pH (PH.7) Problem,pH (PH.7) Qualifier,pH (PH.7) Tier,pH (PH.7) Units,Salinity (SA.1),Salinity (SA.1) Code,Salinity (SA.1) Problem,Salinity (SA.1) Qualifier,Salinity (SA.1) Tier,Salinity (SA.1) Units,Total Depth (TD.1),Total Depth (TD.1) Code,Total Depth (TD.1) Problem,Total Depth (TD.1) Qualifier,Total Depth (TD.1) Tier,Total Depth (TD.1) Units,Water Clarity (WC.1),Water Clarity (WC.1) Code,Water Clarity (WC.1) Problem,Water Clarity (WC.1) Qualifier,Water Clarity (WC.1) Tier,Water Clarity (WC.1) Units,Water Clarity (WC.4),Water Clarity (WC.4) Code,Water Clarity (WC.4) Problem,Water Clarity (WC.4) Qualifier,Water Clarity (WC.4) Tier,Water Clarity (WC.4) Units,Water Clarity (WC.6),Water Clarity (WC.6) Code,Water Clarity (WC.6) Problem,Water Clarity (WC.6) Qualifier,Water Clarity (WC.6) Tier,Water Clarity (WC.6) Units,Water temperature (WT.1),Water temperature (WT.1) Code,Water temperature (WT.1) Problem,Water temperature (WT.1) Qualifier,Water temperature (WT.1) Tier,Water temperature (WT.1) Units,Water temperature (WT.2),Water temperature (WT.2) Code,Water temperature (WT.2) Problem,Water temperature (WT.2) Qualifier,Water temperature (WT.2) Tier,Water temperature (WT.2) Units,Water temperature (WT.3),Water temperature (WT.3) Code,Water temperature (WT.3) Problem,Water temperature (WT.3) Qualifier,Water temperature (WT.3) Tier,Water temperature (WT.3) Units,Cloud Cover,Other Comments,Other Conditions,Rainfall Within 24 Hours,Rainfall Within 48 Hours,Rainfall,Sea State,Stream Flow,Tidal Stage,Water Color Description,Water Color,Water Odor Description,Water Odor,Water Surfaces,Weather Conditions Day Before Yesterday,Weather Conditions Today,Weather Conditions Yesterday,Wind Direction,Wind Speed,ModifiedDate,Comments
6/20/2019,9:49:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,167.4,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1,WC.6,,,2,NTU,,,,,,,,,,,,,,,,,,,,,,,74.1,,,,Incoming (Flood),,Normal,,,Waves,,Sunny,,,,2019-06-21T20:42:37,
6/20/2019,9:49:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,193.5,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,WC.6,,,2,NTU,,,,,,,,,,,,,,,,,,,,,,,74.1,,,,Incoming (Flood),,Normal,,,Waves,,Sunny,,,,2019-06-21T20:42:37,
6/22/2022,8:10:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,23,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,9.7,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,WC.6,,,2,NTU,23,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,0 mm,,,Low,Incoming (Flood),green,Normal,,,Calm,,Overcast,,,,2022-06-23T16:18:19.99,dead fish parts from last week
6/22/2022,8:10:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,2,0.3,23,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,7.4,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,WC.6,,,2,NTU,23,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,0 mm,,,Low,Incoming (Flood),green,Normal,,,Calm,,Overcast,,,,2022-06-23T16:18:19.99,dead fish parts from last week
6/22/2022,9:43:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,22.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,50.4,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,WC.6,,,2,NTU,24.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,0 mm,,,Low,Low,clear/brown,Normal,,,Calm,,Partly cloudy,,,,2022-06-23T16:14:21.207,lots of jumping fish
6/22/2022,9:43:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,2,0.3,22.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,47.3,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,WC.6,,,2,NTU,24.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,0 mm,,,Low,Low,clear/brown,Normal,,,Calm,,Partly cloudy,,,,2022-06-23T16:14:21.207,lots of jumping fish
6/22/2022,10:20:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,31.8,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.83,WC.6,,,2,NTU,,,,,,,,,,,,,,,,,,,,,,,0 mm,,,Low,Low,muddy/brown,Normal,,,Calm,,Overcast,,,,2022-06-23T16:26:16.253,higher/darker than normal
6/23/2020,12:56:00,NR-7,NRPA.NR-7,36.740257,-76.579794,NRPA,1,0.3,,,,,,,,,,,,,31.7,AT.5,,,1,deg C,400,ECOLI.1,,,1,CFU,,,,,,,,,,,,,5.9,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,0,SA.1,,,1,ppt,8,TD.1,,,1,M,0.3,WC.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,26.11,WT.3,,,2,deg C,,,,0,,,,,,Brown,,Normal,,,,,,,,2021-03-16T10:57:27.417,
6/23/2021,8:04:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,15,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,23.1,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,WC.6,,,2,NTU,26,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,11.17,,,,Incoming (Flood),clear,Normal,,,Calm,,Sunny,,,,2021-06-24T20:27:36.45,
6/23/2021,8:18:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,15.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,4.1,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,WC.6,,,2,NTU,24.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,,12.192,,Low,High,Brown,Normal,,,Calm,,Partly cloudy,,,,2021-06-24T19:31:15.04,
6/23/2021,11:00:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,20,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,488.4,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.86,WC.6,,,2,NTU,25,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,14.986,,,,Outgoing (Ebb),Brown,Normal,,,Calm,,Sunny,,,,2021-06-24T19:46:32.427,
6/24/2020,7:57:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,25,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,7.3,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.01,WC.6,,,2,NTU,29,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,,Normal,Incoming (Flood),green-brown,Normal,,,Ripple,,Sunny,,,,2020-06-25T19:39:54.187,
6/24/2020,8:15:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,25.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,14.6,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,WC.6,,,2,NTU,26.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,,Normal,Incoming (Flood),clear-green,Normal,,,Ripple,,Sunny,,,,2020-06-25T19:36:45.81,
6/24/2020,9:15:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,28,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,31.8,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,WC.6,,,2,NTU,28,WT.1,,,2,deg C,,,,,,,,,,,,,,,SAV,,No,0,,,Incoming (Flood),Brown,Normal,,,Ripple,,Sunny,,,,2020-06-25T19:25:53.867,
6/24/2020,9:15:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,41.1,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,WC.6,,,2,NTU,,,,,,,,,,,,,,,,,,,,,SAV,,No,0,,,Incoming (Flood),Brown,Normal,,,Ripple,,Sunny,,,,2020-06-25T19:25:53.867,
6/26/2019,9:32:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,28,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,2419.6,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,WC.6,,,2,NTU,27.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,5.3,,,Normal,Low,"Brown, murky",Normal,,,Ripple,,Sunny,,,,2019-06-27T18:30:23.567,pH TEST / 5 SEC. READING.  oIL IN THERMOMETER SEPARATED.
6/27/2022,10:17:00,NR-7,NRPA.NR-7,36.740257,-76.579794,NRPA,1,0.3,,,,,,,,,,,,,28.8,AT.5,,,1,deg C,240,ECOLI.1,,,1,CFU,,,,,,,,,,,,,4.76,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,5,SA.1,,,1,ppt,12,TD.1,,,1,M,0.4,WC.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,26.6,WT.3,,,2,deg C,,,,0,,,,,,Brown,,Normal,,,,Sunny,,,,2022-12-09T09:54:45.873,
6/29/2022,7:50:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,20,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,187.2,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4,WC.6,,,2,NTU,23,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,5.334,,,High,High,muddy,Abnormal,,,Waves,,Sunny,,,,2022-06-30T15:30:04.897,
6/29/2022,9:45:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,25,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,4.1,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,WC.6,,,2,NTU,20,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,5.334,,,Normal,Outgoing (Ebb),muddy/green brown,Abnormal,,,Calm,,Sunny,,,,2022-06-30T15:32:23.713,
6/29/2022,10:11:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,20,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,127.4,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72,WC.6,,,2,NTU,25,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,5.588,,,Normal,High,green,Normal,,,Ripple,,Sunny,,,,2022-06-30T15:36:39.257,
6/30/2021,7:10:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,23,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,95.9,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7,WC.6,,,2,NTU,27,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,0,,,Normal,,clear,Normal,,,Ripple,,Sunny,,,,2021-07-01T21:11:23.08,
6/30/2021,8:15:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,26.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,24.3,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24,WC.6,,,2,NTU,28,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,0,,,,Outgoing (Ebb),brown,Normal,,,Calm,,Sunny,,,,2021-07-01T21:20:04.143,
6/30/2021,12:06:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,32,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,2,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,8.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86,WC.6,,,2,NTU,32,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,0,,,Normal,,"Green, Brown",Normal,,,Ripple,,Partly cloudy,,,,2021-07-01T21:07:47.417,
7/1/2019,10:33:00,NR-7,NRPA.NR-7,36.740257,-76.579794,NRPA,1,0.3,,,,,,,,,,,,,28.9,AT.5,,,1,deg C,820,ECOLI.1,,,1,CFU,,,,,,,,,,,,,3.85,DO.2,,,2,mg/L,,,,,,,,,,,,,7,PH.7,,,1,SU,0,SA.1,,,1,ppt,15,TD.1,,,1,M,0.35,WC.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,29.7,WT.3,,,2,deg C,,,,0,,,,,,Brown,,Normal,,,,Sunny,,,,2020-02-18T11:01:44.65,
7/1/2020,9:20:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,25,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,248.9,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,WC.6,,,2,NTU,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,Outgoing (Ebb),"Green,brown",Normal,,,Calm,,Sunny,,,,2020-07-02T18:44:34.13,
7/1/2020,9:41:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,29,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,10.9,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,WC.6,,,2,NTU,28,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,,Normal,Outgoing (Ebb),"Muddy, Green",Normal,,,Calm,,Partly cloudy,,,,2020-07-02T18:49:23.137,
7/1/2020,10:40:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,25,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,64.5,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6,WC.6,,,2,NTU,24,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,,Normal,Outgoing (Ebb),Brown,Normal,,,Calm,,Partly cloudy,,,,2020-07-02T18:16:24.263,
7/2/2019,10:25:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,29,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,686.7,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,WC.6,,,2,NTU,28,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,0,0,,,Outgoing (ebb),Brown,Normal,,,Ripple,,Sunny,,,,2019-07-03T18:30:06.727,
7/2/2019,10:25:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,2,0.3,28.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,365.4,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,WC.6,,,2,NTU,28,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,0,0,,,Outgoing (ebb),Brown,Normal,,,Ripple,,Sunny,,,,2019-07-03T18:30:06.727,
7/6/2022,7:30:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,23,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,203.5,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.79,WC.6,,,2,NTU,26,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,,High,Low,green,Normal,,,Waves,,Partly cloudy,,,,2022-07-07T15:21:54.697,foam and debris
7/6/2022,8:10:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,28,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,7.5,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,WC.6,,,2,NTU,26.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,2.286,,,Normal,,clear,Normal,,,Ripple,,Partly cloudy,,,,2022-07-07T15:24:33.997,
7/6/2022,9:15:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,24,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,18.7,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.88,WC.6,,,2,NTU,26,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,10.922,,,Low,Low,green,Normal,,,Ripple,,Partly cloudy,,,,2022-07-07T17:21:57.347,
7/7/2020,12:29:00,NR-7,NRPA.NR-7,36.740257,-76.579794,NRPA,1,0.3,,,,,,,,,,,,,33.3,AT.5,,,1,deg C,140,ECOLI.1,,,1,CFU,,,,,,,,,,,,,2.2,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,0,SA.1,,,1,ppt,14,TD.1,,,1,M,0.3,WC.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,30,WT.3,,,2,deg C,,,,0,,,,,,Brown,,Normal,,,,,,,,2021-03-16T10:57:26.133,
7/7/2021,8:30:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,27,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,9,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7,WC.6,,,2,NTU,26,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,,Normal,Low,Clear,Normal,,,Waves,,Sunny,,,,2021-07-08T19:56:01.307,
7/7/2021,10:04:00,NR-7,NRPA.NR-7,36.740257,-76.579794,NRPA,1,0.3,,,,,,,,,,,,,29.6,AT.5,,,1,deg C,460,ECOLI.1,,,1,CFU,,,,,,,,,,,,,3.88,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,0,SA.1,,,1,ppt,9,TD.1,,,1,M,0.4,WC.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,27.2,WT.3,,,2,deg C,,,,0,,,,,,Brown,,Normal,,,,,,,,2022-01-03T11:30:19.14,
7/7/2021,10:50:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,32,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,3.1,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98,WC.6,,,2,NTU,33,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,,Normal,Outgoing (Ebb),Brown,Normal,,,Ripple,,Sunny,,,,2021-07-08T20:00:31.49,
7/7/2021,11:15:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,34,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,18.3,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16,WC.6,,,2,NTU,30,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,,High,Outgoing (Ebb),Brown,Normal,,,Ripple,,Sunny,,,,2021-07-08T20:09:02.66,
7/8/2020,7:30:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,26,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,14.4,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,8.18,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.03,WC.6,,,2,NTU,29.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,30.7,,,Normal,Incoming (Flood),green,Normal,,,Calm,,Sunny,,,,2020-07-09T18:53:11.23,
7/8/2020,9:35:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,31,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,307.6,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,8.38,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,WC.6,,,2,NTU,32,WT.1,,,2,deg C,,,,,,,,,,,,,,debris,,,30.73,,,Normal,High,"Green, Brown",Normal,,,Ripple,,Sunny,,,,2020-07-09T18:39:35.517,
7/8/2020,10:48:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,24.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,218.7,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,9.37,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1,WC.6,,,2,NTU,26.5,WT.1,,,2,deg C,,,,,,,,,,,,,,Minnows near shore,,,12.47,,,Low,High,brown,Normal,,,Calm,,Sunny,,,,2020-07-09T18:50:42.58,
7/10/2019,11:48:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,27,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,478.6,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.2,WC.6,,,2,NTU,26.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,87.4,,,,Low,Brown tawny,Abnormal,,,Ripple,,Sunny,,,,2019-07-11T19:20:14.54,
7/13/2022,7:30:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,22,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,90.8,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4,WC.6,,,2,NTU,25,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,12.192,,,High,High,clear,Normal,,,Waves,,Sunny,,,,2022-07-14T15:04:14.167,
7/13/2022,9:10:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,23,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,14.5,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,WC.6,,,2,NTU,26,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,8.128,,,High,,clear,Normal,,,Ripple,,Sunny,,,,2022-07-14T15:06:18.05,
